PhraseId	SentenceId	Phrase	Sentiment
2827	108	the aid	2
2828	108	aid	2
2829	108	of those wisecracking Mystery Science Theater 3000 guys	2
2830	108	those wisecracking Mystery Science Theater 3000 guys	2
2831	108	wisecracking Mystery Science Theater 3000 guys	4
2832	108	wisecracking	2
2833	108	Mystery Science Theater 3000 guys	2
2834	108	Mystery	2
2835	108	Science Theater 3000 guys	2
2836	108	Science	2
2837	108	Theater 3000 guys	2
2838	108	3000 guys	2
2839	108	3000	4
2840	108	guys	2
2841	109	Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .	4
2842	109	Filmmaker Tian Zhuangzhuang	2
2843	109	Tian Zhuangzhuang	2
2844	109	Tian	2
2845	109	Zhuangzhuang	2
2846	109	triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .	4
2847	109	triumphantly	4
2848	109	returns to narrative filmmaking with a visually masterful work of quiet power .	4
2849	109	returns to narrative filmmaking with a visually masterful work of quiet power	4
2850	109	returns	2
2851	109	to narrative filmmaking with a visually masterful work of quiet power	4
2852	109	narrative filmmaking with a visually masterful work of quiet power	4
2853	109	filmmaking with a visually masterful work of quiet power	4
2854	109	filmmaking	2
2855	109	with a visually masterful work of quiet power	4
2856	109	a visually masterful work of quiet power	4
2857	109	a visually masterful work	4
2858	109	visually masterful work	4
2859	109	visually masterful	4
2860	109	visually	4
2861	109	masterful	4
2862	109	of quiet power	4
2863	109	quiet power	4
2864	109	power	2
2865	110	A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .	0
2866	110	A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being	0
2867	110	A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither	0
2868	110	A mawkish self-parody	0
2869	110	mawkish self-parody	0
2870	110	mawkish	0
2871	110	self-parody	2
2872	110	that plays like some weird Masterpiece Theater sketch with neither	0
2873	110	plays like some weird Masterpiece Theater sketch with neither	0
2874	110	like some weird Masterpiece Theater sketch with neither	2
2875	110	some weird Masterpiece Theater sketch with neither	0
2876	110	some weird Masterpiece Theater sketch	2
2877	110	weird Masterpiece Theater sketch	2
2878	110	weird	0
2879	110	Masterpiece Theater sketch	2
2880	110	Masterpiece	4
2881	110	Theater sketch	2
2882	110	sketch	2
2883	110	with neither	2
2884	110	a point of view nor a compelling reason for being	2
2885	110	a point of view nor	2
2886	110	a point of view	2
2887	110	a point	2
2888	110	of view	2
2889	110	view	2
2890	110	nor	2
2891	110	a compelling reason for being	2
2892	110	a compelling reason	2
2893	110	compelling reason	2
2894	110	for being	2
2895	111	Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .	2
2896	111	Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny	0
2897	111	Takes one character we do n't like and	2
2898	111	Takes one character we do n't like	2
2899	111	Takes one character	2
2900	111	one character	2
2901	111	we do n't like	0
2902	111	do n't like	0
2903	111	another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny	0
2904	111	another we	2
2905	111	do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny	0
2906	111	do n't believe , and	2
2907	111	do n't believe ,	2
2908	111	do n't believe	2
2909	111	believe	2
2910	111	puts them into a battle of wills that is impossible to care about and is n't very funny	0
2911	111	puts them	2
2912	111	puts	2
2913	111	them	2
2914	111	into a battle of wills that is impossible to care about and is n't very funny	0
2915	111	a battle of wills that is impossible to care about and is n't very funny	0
2916	111	a battle	2
2917	111	battle	2
2918	111	of wills that is impossible to care about and is n't very funny	2
2919	111	wills that is impossible to care about and is n't very funny	0
2920	111	wills	2
2921	111	that is impossible to care about and is n't very funny	0
2922	111	is impossible to care about and is n't very funny	0
2923	111	is impossible to care about and	0
2924	111	is impossible to care about	0
2925	111	impossible to care about	0
2926	111	to care about	4
2927	111	care about	2
2928	111	care	4
2929	111	is n't very funny	0
2930	112	And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	0
2931	112	if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	0
2932	112	if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade	0
2933	112	you appreciate the one-sided theme to Lawrence 's over-indulgent tirade	2
2934	112	appreciate the one-sided theme to Lawrence 's over-indulgent tirade	2
2935	112	appreciate the one-sided theme	2
2936	112	appreciate	4
2937	112	the one-sided theme	0
2938	112	one-sided theme	0
2939	112	one-sided	2
2940	112	theme	2
2941	112	to Lawrence 's over-indulgent tirade	0
2942	112	Lawrence 's over-indulgent tirade	0
2943	112	Lawrence 's	2
2944	112	Lawrence	2
2945	112	over-indulgent tirade	0
2946	112	over-indulgent	0
2947	112	tirade	2
2948	112	, then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	0
2949	112	then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	0
2950	112	knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .	0
2951	112	knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest	2
2952	112	knock yourself out and	2
2953	112	knock yourself out	2
2954	112	knock yourself	2
2955	112	knock	2
2956	112	yourself	2
2957	112	enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest	0
2958	112	the big screen postcard that is a self-glorified Martin Lawrence lovefest	0
2959	112	the big screen postcard	2
2960	112	big screen postcard	2
2961	112	screen postcard	2
2962	112	postcard	2
2963	112	that is a self-glorified Martin Lawrence lovefest	2
2964	112	is a self-glorified Martin Lawrence lovefest	2
2965	112	a self-glorified Martin Lawrence lovefest	2
2966	112	self-glorified Martin Lawrence lovefest	2
2967	112	self-glorified	2
2968	112	Martin Lawrence lovefest	2
2969	112	Martin	2
2970	112	Lawrence lovefest	2
2971	112	lovefest	4
2972	113	The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	0
2973	113	The whole film	2
2974	113	whole film	2
2975	113	whole	2
2976	113	has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	0
2977	113	has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2978	113	this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2979	113	this sneaky feel	2
2980	113	sneaky feel	2
2981	113	sneaky	2
2982	113	to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2983	113	to it	2
2984	113	-- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2985	113	as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2986	113	if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2987	113	the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2988	113	the director	2
2989	113	is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2990	113	trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2991	113	to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2992	113	dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
2993	113	dupe the viewer into taking it all as Very Important	0
2994	113	dupe the viewer	0
2995	113	dupe	0
2996	113	the viewer	2
2997	113	viewer	2
2998	113	into taking it all as Very Important	2
2999	113	taking it all as Very Important	2
3000	113	taking it	2
3001	113	taking	2
3002	113	all as Very Important	4
3003	113	as Very Important	2
3004	113	Very Important	2
3005	113	Important	4
3006	113	simply because the movie is ugly to look at and not a Hollywood product	0
3007	113	simply	2
3008	113	because the movie is ugly to look at and not a Hollywood product	0
3009	113	the movie is ugly to look at and not a Hollywood product	0
3010	113	is ugly to look at and not a Hollywood product	0
3011	113	ugly to look at and not a Hollywood product	0
3012	113	ugly	0
3013	113	to look at and not a Hollywood product	2
3014	113	look at and not a Hollywood product	2
3015	113	look	2
3016	113	at and not a Hollywood product	2
3017	113	and not a Hollywood product	2
3018	113	not a Hollywood product	0
3019	113	a Hollywood product	2
3020	113	Hollywood product	2
3021	113	product	2
3022	114	Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	4
3023	114	Whenever it threatens to get bogged down in earnest dramaturgy	0
3024	114	Whenever	2
3025	114	it threatens to get bogged down in earnest dramaturgy	0
3026	114	threatens to get bogged down in earnest dramaturgy	2
3027	114	threatens	0
3028	114	to get bogged down in earnest dramaturgy	0
3029	114	get bogged down in earnest dramaturgy	0
3030	114	get	2
3031	114	bogged down in earnest dramaturgy	0
3032	114	bogged	2
3033	114	down in earnest dramaturgy	2
3034	114	in earnest dramaturgy	4
3035	114	earnest dramaturgy	4
3036	114	dramaturgy	0
3037	114	, a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	2
3038	114	a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .	4
3039	114	a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle	4
3040	114	a stirring visual sequence	4
3041	114	stirring visual sequence	4
3042	114	stirring	4
3043	114	visual sequence	2
3044	114	sequence	2
3045	114	like a surge through swirling rapids or a leap from pinnacle to pinnacle	4
3046	114	a surge through swirling rapids or a leap from pinnacle to pinnacle	2
3047	114	a surge through swirling rapids or	2
3048	114	a surge through swirling rapids	2
3049	114	a surge	2
3050	114	surge	2
3051	114	through swirling rapids	2
3052	114	swirling rapids	2
3053	114	swirling	4
3054	114	rapids	2
3055	114	a leap from pinnacle to pinnacle	4
3056	114	a leap	2
3057	114	leap	2
3058	114	from pinnacle to pinnacle	4
3059	114	pinnacle to pinnacle	2
3060	114	pinnacle	4
3061	114	to pinnacle	2
3062	114	rouses us .	4
3063	114	rouses us	4
3064	114	rouses	2
3065	115	Swinging , the film makes it seem , is not a hobby that attracts the young and fit .	0
3066	115	Swinging	2
3067	115	, the film makes it seem , is not a hobby that attracts the young and fit .	2
3068	115	, the film makes it seem ,	2
3069	115	the film makes it seem ,	2
3070	115	the film makes it seem	2
3071	115	makes it seem	4
3072	115	it seem	2
3073	115	seem	2
3074	115	is not a hobby that attracts the young and fit .	2
3075	115	is not a hobby that attracts the young and fit	2
3076	115	is not	0
3077	115	a hobby that attracts the young and fit	2
3078	115	a hobby	2
3079	115	hobby	2
3080	115	that attracts the young and fit	4
3081	115	attracts the young and fit	4
3082	115	attracts	2
3083	115	the young and fit	2
3084	115	young and fit	2
3085	115	young and	2
3086	115	fit	4
3087	116	But when it does , you 're entirely unprepared .	2
3088	116	when it does , you 're entirely unprepared .	2
3089	116	when it does	2
3090	116	when	2
3091	116	it does	2
3092	116	, you 're entirely unprepared .	0
3093	116	you 're entirely unprepared .	2
3094	116	're entirely unprepared .	0
3095	116	're entirely unprepared	0
3096	116	entirely unprepared	0
3097	116	entirely	2
3098	116	unprepared	2
3099	117	Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	4
3100	117	Devos	0
3101	117	delivers a perfect performance that captures the innocence and budding demons within a wallflower .	4
3102	117	delivers a perfect performance that captures the innocence and budding demons within a wallflower	4
3103	117	delivers	2
3104	117	a perfect performance that captures the innocence and budding demons within a wallflower	4
3105	117	a perfect performance	4
3106	117	perfect performance	4
3107	117	perfect	4
3108	117	that captures the innocence and budding demons within a wallflower	4
3109	117	captures the innocence and budding demons within a wallflower	4
3110	117	captures	2
3111	117	the innocence and budding demons within a wallflower	2
3112	117	the innocence and	2
3113	117	the innocence	4
3114	117	innocence	2
3115	117	budding demons within a wallflower	2
3116	117	budding demons	2
3117	117	budding	2
3118	117	demons	0
3119	117	within a wallflower	4
3120	117	within	2
3121	117	a wallflower	2
3122	117	wallflower	2
3123	118	300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .	4
3124	118	300 years of Russian history and culture	4
3125	118	300 years	2
3126	118	300	2
3127	118	years	2
3128	118	of Russian history and culture	2
3129	118	Russian history and culture	2
3130	118	Russian	2
3131	118	history and culture	2
3132	118	history and	2
3133	118	culture	2
3134	118	compressed into an evanescent , seamless and sumptuous stream of consciousness .	4
3135	118	compressed into an evanescent , seamless and sumptuous stream of consciousness	4
3136	118	compressed	2
3137	118	into an evanescent , seamless and sumptuous stream of consciousness	4
3138	118	an evanescent , seamless and sumptuous stream of consciousness	4
3139	118	an evanescent , seamless and sumptuous stream	4
3140	118	evanescent , seamless and sumptuous stream	4
3141	118	evanescent	2
3142	118	, seamless and sumptuous stream	4
3143	118	seamless and sumptuous stream	4
3144	118	seamless	4
3145	118	and sumptuous stream	4
3146	118	sumptuous stream	4
3147	118	sumptuous	4
3148	118	stream	2
3149	118	of consciousness	2
3150	118	consciousness	2
3151	119	The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .	4
3152	119	The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed	4
3153	119	The filmmakers want nothing else than to show us a good time , and	4
3154	119	The filmmakers want nothing else than to show us a good time ,	4
3155	119	The filmmakers want nothing else than to show us a good time	4
3156	119	The filmmakers	2
3157	119	filmmakers	2
3158	119	want nothing else than to show us a good time	4
3159	119	want nothing else	2
3160	119	want	2
3161	119	nothing else	2
3162	119	else	2
3163	119	than to show us a good time	4
3164	119	to show us a good time	4
3165	119	show us a good time	4
3166	119	show us	2
3167	119	a good time	4
3168	119	good time	4
3169	119	in their cheap , B movie way , they succeed	4
3170	119	in their cheap , B movie way	0
3171	119	their cheap , B movie way	0
3172	119	cheap , B movie way	0
3173	119	cheap	0
3174	119	, B movie way	2
3175	119	B movie way	2
3176	119	B	2
3177	119	movie way	2
3178	119	, they succeed	4
3179	119	they succeed	4
3180	119	succeed	4
3181	120	Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .	4
3182	120	Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	4
3183	120	Mr. Polanski is in his element here :	4
3184	120	Mr. Polanski is in his element here	4
3185	120	Mr. Polanski	2
3186	120	Polanski	2
3187	120	is in his element here	4
3188	120	is in his element	4
3189	120	in his element	2
3190	120	his element	2
3191	120	element	2
3192	120	alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	2
3193	120	alone	2
3194	120	, abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	4
3195	120	abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	2
3196	120	abandoned , but	0
3197	120	abandoned ,	0
3198	120	abandoned	2
3199	120	still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	4
3200	120	consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival	2
3201	120	consoled	2
3202	120	by his art , which is more than he has ever revealed before about the source of his spiritual survival	4
3203	120	his art , which is more than he has ever revealed before about the source of his spiritual survival	4
3204	120	his art ,	2
3205	120	his art	2
3206	120	which is more than he has ever revealed before about the source of his spiritual survival	4
3207	120	is more than he has ever revealed before about the source of his spiritual survival	4
3208	120	is more	2
3209	120	than he has ever revealed before about the source of his spiritual survival	2
3210	120	he has ever revealed before about the source of his spiritual survival	2
3211	120	he	2
3212	120	has ever revealed before about the source of his spiritual survival	2
3213	120	has ever	2
3214	120	revealed before about the source of his spiritual survival	4
3215	120	revealed	2
3216	120	before about the source of his spiritual survival	2
3217	120	before	2
3218	120	about the source of his spiritual survival	2
3219	120	about the source	2
3220	120	the source	2
3221	120	of his spiritual survival	4
3222	120	his spiritual survival	2
3223	120	spiritual survival	4
3224	120	spiritual	4
3225	120	survival	2
3226	121	`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	4
3227	121	Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	4
3228	121	Spider-man	2
3229	121	is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	4
3230	121	is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff	4
3231	121	is better than any summer blockbuster	4
3232	121	better than any summer blockbuster	4
3233	121	than any summer blockbuster	2
3234	121	any summer blockbuster	4
3235	121	summer blockbuster	4
3236	121	summer	2
3237	121	blockbuster	4
3238	121	we had to endure last summer , and hopefully , sets the tone for a summer of good stuff	2
3239	121	we had to endure last summer , and	0
3240	121	we had to endure last summer ,	0
3241	121	we had to endure last summer	0
3242	121	had to endure last summer	0
3243	121	had	2
3244	121	to endure last summer	2
3245	121	endure last summer	2
3246	121	endure	2
3247	121	last summer	2
3248	121	last	2
3249	121	hopefully , sets the tone for a summer of good stuff	4
3250	121	hopefully	2
3251	121	, sets the tone for a summer of good stuff	4
3252	121	sets the tone for a summer of good stuff	4
3253	121	sets	2
3254	121	the tone for a summer of good stuff	4
3255	121	the tone	2
3256	121	tone	2
3257	121	for a summer of good stuff	4
3258	121	a summer of good stuff	4
3259	121	a summer	4
3260	121	of good stuff	4
3261	121	good stuff	4
3262	121	stuff	2
3263	122	Absorbing character	2
3264	122	Turpin	2
3265	123	Violent , vulgar and forgettably entertaining .	0
3266	123	Violent , vulgar and forgettably entertaining	0
3267	123	Violent , vulgar and forgettably	0
3268	123	, vulgar and forgettably	2
3269	123	vulgar and forgettably	0
3270	123	vulgar and	2
3271	123	vulgar	0
3272	123	forgettably	0
3273	124	It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .	2
3274	124	's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .	2
3275	124	's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison	4
3276	124	the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison	4
3277	124	the unsettling images	2
3278	124	unsettling images	0
3279	124	images	2
3280	124	of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison	4
3281	124	a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison	2
3282	124	a war-ravaged land	0
3283	124	war-ravaged land	2
3284	124	war-ravaged	2
3285	124	land	2
3286	124	that prove more potent and riveting than the unlikely story of Sarah and Harrison	2
3287	124	prove more potent and riveting than the unlikely story of Sarah and Harrison	4
3288	124	prove more potent and riveting	4
3289	124	prove	2
3290	124	more potent and riveting	2
3291	124	potent and riveting	4
3292	124	potent and	4
3293	124	potent	4
3294	124	riveting	4
3295	124	than the unlikely story of Sarah and Harrison	2
3296	124	the unlikely story of Sarah and Harrison	2
3297	124	the unlikely story	2
3298	124	unlikely story	2
3299	124	unlikely	2
3300	124	of Sarah and Harrison	2
3301	124	Sarah and Harrison	2
3302	124	Sarah and	2
3303	124	Sarah	2
3304	124	Harrison	2
3305	125	Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .	4
3306	125	Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	4
3307	125	Winds	2
3308	125	up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	4
3309	125	being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	2
3310	125	being both revelatory and narcissistic ,	2
3311	125	being both revelatory and narcissistic	2
3312	125	both revelatory and narcissistic	2
3313	125	revelatory and narcissistic	0
3314	125	revelatory and	4
3315	125	revelatory	4
3316	125	narcissistic	0
3317	125	achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	4
3318	125	achieving some honest insight into relationships	4
3319	125	achieving some honest insight	4
3320	125	achieving	2
3321	125	some honest insight	4
3322	125	honest insight	4
3323	125	honest	4
3324	125	insight	2
3325	125	into relationships	2
3326	125	relationships	2
3327	125	that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	2
3328	125	most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars	4
3329	125	most high-concept films	2
3330	125	high-concept films	4
3331	125	high-concept	4
3332	125	candy-coat with pat storylines , precious circumstances and beautiful stars	4
3333	125	candy-coat	2
3334	125	with pat storylines , precious circumstances and beautiful stars	4
3335	125	pat storylines , precious circumstances and beautiful stars	4
3336	125	pat storylines , precious circumstances and	2
3337	125	pat storylines , precious circumstances	4
3338	125	pat storylines ,	2
3339	125	pat storylines	0
3340	125	storylines	2
3341	125	precious circumstances	4
3342	125	precious	4
3343	125	circumstances	2
3344	125	beautiful stars	4
3345	125	beautiful	4
3346	125	stars	2
3347	126	If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .	4
3348	126	If Mostly Martha is mostly unsurprising	2
3349	126	Mostly Martha is mostly unsurprising	0
3350	126	Mostly Martha	2
3351	126	Mostly	2
3352	126	Martha	2
3353	126	is mostly unsurprising	2
3354	126	mostly unsurprising	2
3355	126	unsurprising	0
3356	126	, it 's still a sweet , even delectable diversion .	4
3357	126	it 's still a sweet , even delectable diversion .	4
3358	126	's still a sweet , even delectable diversion .	4
3359	126	's still a sweet , even delectable diversion	4
3360	126	's still	2
3361	126	a sweet , even delectable diversion	4
3362	126	sweet , even delectable diversion	4
3363	126	sweet , even delectable	4
3364	126	, even delectable	4
3365	126	even delectable	4
3366	126	delectable	4
3367	126	diversion	2
3368	127	A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .	4
3369	127	A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause	4
3370	127	A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people ,	4
3371	127	A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people	4
3372	127	A thoughtful and surprisingly affecting portrait	4
3373	127	thoughtful and surprisingly affecting portrait	4
3374	127	thoughtful and surprisingly affecting	4
3375	127	thoughtful and	4
3376	127	surprisingly affecting	4
3377	127	affecting	2
3378	127	portrait	2
3379	127	of a screwed-up man who dared to mess with some powerful people	2
3380	127	a screwed-up man who dared to mess with some powerful people	0
3381	127	a screwed-up man	0
3382	127	screwed-up man	2
3383	127	screwed-up	0
3384	127	who dared to mess with some powerful people	2
3385	127	dared to mess with some powerful people	0
3386	127	dared to mess	2
3387	127	dared	4
3388	127	to mess	2
3389	127	with some powerful people	4
3390	127	some powerful people	4
3391	127	powerful people	4
3392	127	powerful	4
3393	127	people	2
3394	127	seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause	2
3395	127	seen	2
3396	127	through the eyes of the idealistic kid who chooses to champion his ultimately losing cause	4
3397	127	the eyes of the idealistic kid who chooses to champion his ultimately losing cause	2
3398	127	the eyes	2
3399	127	eyes	2
3400	127	of the idealistic kid who chooses to champion his ultimately losing cause	4
3401	127	the idealistic kid who chooses to champion his ultimately losing cause	2
3402	127	the idealistic kid	2
3403	127	idealistic kid	4
3404	127	idealistic	2
3405	127	kid	2
3406	127	who chooses to champion his ultimately losing cause	2
3407	127	chooses to champion his ultimately losing cause	2
3408	127	chooses	2
3409	127	to champion his ultimately losing cause	2
3410	127	champion his ultimately losing cause	2
3411	127	champion	4
3412	127	his ultimately losing cause	2
3413	127	ultimately losing cause	0
3414	127	losing cause	2
3415	127	losing	0
3416	127	cause	2
3417	128	Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	4
3418	128	Keenly observed and refreshingly natural	4
3419	128	Keenly observed and	4
3420	128	Keenly observed	2
3421	128	Keenly	4
3422	128	observed	2
3423	128	refreshingly natural	4
3424	128	refreshingly	4
3425	128	natural	2
3426	128	, Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	4
3427	128	Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	4
3428	128	gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .	4
3429	128	gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner	4
3430	128	gets the details	2
3431	128	the details	2
3432	128	details	2
3433	128	right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner	4
3434	128	, from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner	4
3435	128	from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner	4
3436	128	from its promenade of barely clad bodies in Myrtle Beach , S.C.	2
3437	128	its promenade of barely clad bodies in Myrtle Beach , S.C.	2
3438	128	its promenade	2
3439	128	promenade	2
3440	128	of barely clad bodies in Myrtle Beach , S.C.	2
3441	128	barely clad bodies in Myrtle Beach , S.C.	2
3442	128	barely clad bodies	2
3443	128	barely clad	2
3444	128	clad	2
3445	128	bodies	2
3446	128	in Myrtle Beach , S.C.	2
3447	128	Myrtle Beach , S.C.	2
3448	128	Myrtle Beach ,	2
3449	128	Myrtle Beach	2
3450	128	Myrtle	2
3451	128	Beach	2
3452	128	S.C.	2
3453	128	, to the adrenaline jolt of a sudden lunch rush at the diner	4
3454	128	to the adrenaline jolt of a sudden lunch rush at the diner	2
3455	128	the adrenaline jolt of a sudden lunch rush at the diner	4
3456	128	the adrenaline jolt	4
3457	128	adrenaline jolt	4
3458	128	adrenaline	2
3459	128	jolt	2
3460	128	of a sudden lunch rush at the diner	2
3461	128	a sudden lunch rush at the diner	2
3462	128	a sudden lunch rush	4
3463	128	sudden lunch rush	2
3464	128	sudden	2
3465	128	lunch rush	2
3466	128	lunch	2
3467	128	rush	0
3468	128	at the diner	2
3469	128	the diner	2
3470	128	diner	2
3471	129	A brilliant gag at the expense of those who paid for it and those who pay to see it .	2
3472	129	A brilliant gag at the expense of those who paid for it and those who pay to see it	2
3473	129	A brilliant gag	4
3474	129	brilliant gag	4
3475	129	brilliant	4
3476	129	at the expense of those who paid for it and those who pay to see it	0
3477	129	the expense of those who paid for it and those who pay to see it	0
3478	129	the expense	2
3479	129	expense	2
3480	129	of those who paid for it and those who pay to see it	2
3481	129	those who paid for it and those who pay to see it	2
3482	129	those who paid for it and	2
3483	129	those who paid for it	2
3484	129	who paid for it	2
3485	129	paid for it	2
3486	129	paid	2
3487	129	those who pay to see it	2
3488	129	who pay to see it	2
3489	129	pay to see it	4
3490	129	pay	2
3491	129	to see it	2
3492	129	see it	4
3493	130	A triumph , a film that hews out a world and carries us effortlessly from darkness to light .	4
3494	130	A triumph , a film that hews out a world and carries us effortlessly from darkness to light	4
3495	130	A triumph ,	4
3496	130	A triumph	4
3497	130	triumph	4
3498	130	a film that hews out a world and carries us effortlessly from darkness to light	4
3499	130	that hews out a world and carries us effortlessly from darkness to light	4
3500	130	hews out a world and carries us effortlessly from darkness to light	4
3501	130	hews out a world and	2
3502	130	hews out a world	2
3503	130	hews out	2
3504	130	hews	2
